cell,lon,lat,range,updated
1051914,-3.6741,40.4786,1000,1759665902
1051915,-3.6738,40.4794,1000,1759562942
27914,-3.6739,40.4738,1000,1759665902
27915,-3.6698,40.4684,705,1759665902
71767408,-3.5829,40.5632,3886,1759562943
71918703,-3.5831,40.587,1144,1759562943
71691630,-3.5802,40.6051,954,1759562943
72866671,-3.5591,40.584,7464,1759562943
72866670,-3.5859,40.6235,1121,1759562943
71717744,-3.6078,40.685,954,1759562944
72559224,-3.5837,40.7051,1248,1759562944
73941625,-3.6392,40.956,1806,1759563002
73941616,-3.6399,40.9876,2921,1759563002
72460664,-3.6025,41.0758,2376,1759563003
71842169,-3.6023,41.077,2880,1759563003
72588921,-3.5828,41.1577,2210,1759563003
72559226,-3.5922,40.6942,1102,1759562944
74021754,-3.6111,40.6764,1000,1759562944
71928075,-3.7402,40.4889,1000,1722805442
71756555,-3.7486,40.4609,726,1747516804
73753621,-3.7039,40.6381,17217,1718570464
51978,-3.6881,40.3739,1393,1759463581
43521,-3.6769,40.3983,1000,1758996244
43520,-3.6793,40.4012,500,1758968222
71842058,-3.5955,40.7555,2060,1750108565
71915540,-3.7763,40.8113,1000,1721606104
72332298,-3.7664,40.812,1000,1724491327
72332299,-3.7664,40.8116,1000,1724491326
71915544,-3.7859,40.8216,1698,1721606104
47105,-3.6449,40.4814,506,1736929864
27916,-3.6744,40.4725,1000,1759562942
71839262,-3.6544,40.5327,1125,1760784560
71847445,-3.6615,40.5454,862,1760784561
72118558,-3.7009,40.5447,14433,1760784562
72118548,-3.6949,40.5356,1492,1722769029
72118549,-3.6948,40.5353,1000,1728286084
72085002,-3.659,40.4583,500,1751823244
102923,-3.702,40.4344,1000,1717795743
11521,-3.7028,40.4299,1000,1722209771
73806623,-3.7029,40.548,739,1741987384
36608,-3.6816,40.394,1000,1758996244
71683084,-3.716,40.4827,1000,1760787605
72064789,-4.088,40.7,3357,1722805446
71892501,-4.059,40.6476,1429,1756661825
73828383,-4.0594,40.6299,12188,1756661825
73823007,-4.0432,40.6442,1200,1756661825
71834378,-3.8849,40.518,1000,1722769026
71834398,-3.8803,40.5113,914,1756661826
242188,-3.6952,40.3688,832,1759463581
71683350,-3.6897,40.461,1000,1758787982
71739404,-3.6892,40.4589,1000,1758787982
71739402,-3.6893,40.4606,1000,1758787982
71739412,-3.6897,40.4558,1000,1758787982
71744030,-3.6901,40.4522,1000,1750108568
71731732,-3.6897,40.4463,1000,1716668043
71930634,-3.7122,40.439,1000,1716668042
71773962,-3.7091,40.4811,500,1743249362
74010890,-3.7041,40.4823,1037,1743249362
71867156,-3.8252,40.4168,1242,1747138081
71784482,-3.714,40.4007,1000,1742478121
72106762,-3.7118,40.3999,500,1757013782
71778582,-3.704,40.394,1000,1756582024
71755788,-3.6836,40.384,820,1755706054
71755786,-3.6839,40.3822,500,1748238543
71755806,-3.6846,40.3781,500,1748238543
71755796,-3.682,40.3749,613,1748238543
71755798,-3.6823,40.3749,1000,1755706054
71764501,-3.676,40.3622,1000,1748238483
1036546,-3.7075,40.4199,1000,1714080786
73731872,-3.6863,40.4379,1000,1757927583
73731852,-3.6852,40.4387,1000,1741900982
71852064,-3.6857,40.4429,1000,1757927583
71736598,-3.6824,40.4474,1000,1760784563
71850762,-3.6789,40.4512,1000,1757927582
71737108,-3.679,40.452,500,1760784553
71737120,-3.6818,40.4509,500,1760784558
71730442,-3.6815,40.4593,694,1732719721
71730444,-3.6819,40.4586,592,1749289923
71730464,-3.6879,40.459,1000,1758787982
71683348,-3.6896,40.4616,1000,1728286083
97054,-3.687,40.4758,1136,1717795742
1003530,-3.6612,40.502,1337,1759562942
1575690,-3.667,40.4953,1000,1759562942
1005570,-3.6734,40.5168,1140,1722768739
71782422,-3.6681,40.4001,549,1755706054
71911967,-3.6114,40.682,641,1760784492
73823519,-3.5934,40.6911,8133,1760784492
71911957,-3.6105,40.6733,882,1750108565
999200,-3.6644,40.4977,1043,1759054322
965131,-3.6455,40.5299,636,1759054323
965130,-3.6396,40.5326,731,1759562942
152586,-3.5813,40.534,5999,1722768739
131850,-3.6735,40.4838,1000,1759665902
66306,-3.5994,40.4887,953,1736929921
106507,-3.7006,40.4732,1000,1730144644
73584496,-3.9726,40.6077,923,1760213168
73584494,-3.9658,40.6026,1082,1760213168
71742329,-3.9525,40.5874,1048,1722768731
73430896,-3.9083,40.5642,1097,1760213168
73430895,-3.9014,40.5581,1176,1760213168
72534638,-3.8993,40.555,855,1760213168
72534639,-3.8972,40.551,768,1760213165
73127022,-3.8946,40.5458,1212,1760213169
73127023,-3.8933,40.5431,693,1760213168
73405296,-3.8883,40.5322,1073,1760213169
73405295,-3.8866,40.5238,1006,1722768733
72202608,-3.8737,40.5009,642,1760213221
72660847,-3.8554,40.4821,1920,1760213221
43776,-3.7501,40.4701,1297,1722768736
43778,-3.758,40.4606,1000,1714080786
72019978,-3.7835,40.4635,1000,1756661827
987167,-3.6496,40.5245,769,1759066682
119819,-3.7379,40.4515,2778,1730144701
173578,-3.774,40.4424,4649,1717795758
71927326,-3.6703,40.4157,500,1734271263
71777301,-3.7201,40.4136,1000,1747516804
71921183,-3.696,40.4843,1000,1760784546
74034698,-3.7074,40.4138,1000,1760729461
71782697,-3.709,40.4116,1000,1752854402
71776534,-3.7032,40.4167,1000,1760729461
73774112,-3.7037,40.4167,1000,1753272421
71776544,-3.7038,40.4168,1000,1760729461
72118559,-3.6974,40.5384,1000,1741987384
73806624,-3.7032,40.5452,752,1760784556
71759628,-3.692,40.3909,1000,1715879463
74010910,-3.7096,40.481,1000,1743249362
71918367,-3.7184,40.4005,1000,1753003805
71918348,-3.7124,40.4048,1000,1757013782
71738132,-3.6758,40.4577,604,1760784559
73764107,-3.6856,40.4519,1000,1750108568
71737102,-3.6846,40.4526,1000,1728286083
71734795,-3.6725,40.4568,500,1760784542
71744022,-3.6851,40.45,588,1758787982
71737110,-3.6791,40.4514,1000,1760784558
71745310,-3.6738,40.4517,1000,1760784553
71745300,-3.6713,40.4521,1000,1760784553
72332308,-3.7545,40.8138,1000,1724491327
71907850,-3.7413,40.8504,2316,1724491327
71907851,-3.7485,40.8436,2842,1724491347
71959070,-3.7137,40.8591,1000,1760784542
71959071,-3.7154,40.8575,841,1760784542
72027658,-3.617,40.8476,1957,1721568610
71952404,-3.6036,40.8509,2448,1721568610
71866378,-3.6237,40.8111,1071,1760784494
73987615,-3.5603,40.7421,5015,1750108565
71965707,-3.7589,40.4966,1000,1747516803
73764106,-3.6853,40.4518,1000,1760784553
71744032,-3.6886,40.4519,1189,1758787982
72026126,-3.6608,40.4464,578,1732906209
72026136,-3.6583,40.4436,500,1732906203
72013582,-3.6549,40.4469,1000,1732906203
71727125,-3.6514,40.448,1000,1750108567
71958027,-3.5077,40.457,1128,1727269566
71820309,-3.4979,40.4751,2997,1755874802
73761823,-3.5606,40.5829,3854,1718570464
72005898,-3.6078,40.5476,500,1733468529
71945493,-3.6396,40.5342,1000,1760784556
71832350,-3.6181,40.54,1028,1734017105
71698722,-3.6138,40.5442,1000,1717523163
71832330,-3.6147,40.5458,1000,1717523163
71832340,-3.6141,40.545,1000,1717523163
71951381,-3.6137,40.5354,653,1734017105
71698719,-3.6135,40.5446,1000,1717523163
72005919,-3.609,40.5426,812,1760784491
73987851,-3.6129,40.5359,1000,1733468523
71699476,-3.6235,40.5322,675,1760784490
71690508,-3.6687,40.4665,707,1760784547
62977,-3.6862,40.3313,5307,1722209898
1052416,-3.6471,40.4682,1000,1717795750
71749652,-3.6764,40.3543,1041,1755706054
71900170,-3.6852,40.3303,1191,1755706054
73736990,-3.6907,40.2694,663,1755705903
71990292,-3.6903,40.2601,657,1755705903
73737226,-3.6899,40.2439,1583,1755705903
73737236,-3.6886,40.2297,1356,1755705903
117251850,-3.6575,40.1352,1000,1755706052
71868949,-3.5909,40.496,1000,1756389784
71887125,-3.5949,40.5,1000,1756389784
87818,-3.6788,40.4088,1000,1759665902
71739414,-3.69,40.4557,1000,1758787982
71899658,-3.676,40.4209,1192,1749289867
101131,-3.6996,40.4467,500,1729114026
51201,-3.6987,40.4221,1000,1730144643
72034590,-3.7159,40.4403,1000,1716668043
72034570,-3.7128,40.4424,1000,1716668043
71737100,-3.6843,40.4534,1000,1750108568
71730454,-3.6805,40.4582,1000,1749289923
16652,-3.6833,40.4185,1000,1760348881
72147734,-3.6681,40.4591,1000,1749289923
1626893,-3.6964,40.4259,1000,1730144643
71966997,-3.7473,40.6549,4162,1721606107
71966987,-3.7626,40.6757,1004,1721606107
71724042,-3.5936,40.4911,1000,1720209315
72147744,-3.6721,40.458,1000,1749289923
72101909,-3.7122,40.4703,1000,1743249362
72341535,-3.7965,40.4641,639,1722769028
71797771,-3.87,40.496,1000,1722805443
71878176,-3.8861,40.5207,500,1756661822
71878156,-3.8868,40.5249,1000,1756661826
71874827,-3.9557,40.5956,1000,1722769026
71782412,-3.6663,40.4036,506,1755706054
71777804,-3.6637,40.4112,1000,1756552392
167937,-3.6524,40.507,2295,1722768739
72055818,-3.6584,40.5063,1000,1760784557
73825558,-4.086,40.6548,1339,1756661825
71850772,-3.6758,40.452,1000,1760784559
71850782,-3.6779,40.4515,1000,1746541142
73731862,-3.6791,40.4372,1000,1757927583
72040970,-3.6795,40.433,1000,1738439101
71776020,-3.6729,40.4236,1000,1760784548
71771402,-3.6679,40.4236,1562,1734271263
71781898,-3.6715,40.4314,1000,1751823183
71730720,-3.6764,40.438,1000,1757927583
71738122,-3.6764,40.4605,1000,1744013164
71834133,-3.7083,40.5809,1161,1757147344
71703562,-3.6573,40.5236,2682,1760784560
71755807,-3.6823,40.375,856,1749289864
71837706,-3.6804,40.3736,620,1738089484
71764490,-3.6791,40.3686,775,1748238543
71764510,-3.6781,40.3627,500,1748238543
71723274,-3.5792,40.4857,1328,1756389784
71723275,-3.5744,40.4865,984,1756389784
72122123,-3.5846,40.4788,1000,1720209315
71831061,-3.5898,40.4793,1000,1720209315
71739403,-3.6896,40.459,1000,1758787982
72028436,-3.6676,40.4433,500,1754562374
71842078,-3.605,40.7678,2653,1750108565
73729567,-3.5369,40.5934,6756,1718570464
2564866,-3.7037,40.4401,1000,1729114026
208140,-3.7436,40.4841,2904,1722768736
72534640,-3.8976,40.5516,528,1760213168
45068,-3.8191,40.4703,846,1760213222
45067,-3.812,40.4673,1000,1760213164
102444574,-4.1379,40.7025,2568,1756661824
73747231,-4.112,40.6741,1132,1756405142
73758474,-3.569,40.7349,1153,1760784493
72030218,-3.5875,40.6277,720,1750108566
73772042,-3.5828,40.6161,1028,1750108566
71963658,-3.5925,40.5272,1445,1718570463
71887134,-3.6026,40.5067,1000,1718570463
71868938,-3.6023,40.4965,1051,1720209315
71868958,-3.6012,40.4902,1415,1720209315
71723294,-3.5876,40.4914,1000,1756389784
72511354,-3.5908,40.6351,775,1759562943
72511352,-3.5937,40.6419,1000,1759562944
74224505,-3.5958,40.6465,1011,1759562943
74224504,-3.6014,40.6565,1000,1759562944
74021752,-3.6088,40.6687,1000,1759562944
71995769,-3.5782,40.7161,1000,1759562944
71995768,-3.5767,40.7211,1095,1759562944
74072185,-3.5701,40.7358,1000,1759562944
74072175,-3.571,40.7311,2062,1759562944
74072174,-3.5783,40.7475,1389,1759562945
72460666,-3.6227,41.0275,1615,1759563002
138762,-3.7509,40.4778,1344,1722768736
209685,-3.7564,40.4742,1000,1722768736
73789205,-3.7569,40.3524,1000,1749289864
73789195,-3.7498,40.3587,1077,1749289864
73789215,-3.7569,40.3592,821,1748238542
71756821,-3.7249,40.3643,1000,1756753141
71840778,-3.6914,40.3639,1000,1755705902
71749642,-3.6818,40.3617,1000,1748238543
72967190,-3.6659,40.4596,510,1760784547
72967180,-3.6689,40.4673,593,1760784543
72967200,-3.6691,40.4584,1000,1749289923
71929364,-3.5907,40.567,1895,1760784491
71684888,-3.6432,40.5319,1000,1722805442
72097034,-3.6645,40.4057,687,1750108569
71990548,-3.6563,40.4054,1000,1760784551
71995924,-3.5623,40.3589,1657,1760784550
71814942,-3.558,40.3583,500,1736078762
71995925,-3.5616,40.359,882,1760784549
72108319,-3.5423,40.3449,1000,1760784550
72108309,-3.5372,40.3395,1000,1760784550
71815189,-3.5322,40.3386,538,1760784550
71818270,-3.5319,40.3352,569,1736078762
71814666,-3.527,40.3314,633,1736078762
71814686,-3.509,40.318,2704,1736078762
72004628,-3.5731,40.7449,855,1750108565
71951883,-3.5952,40.9197,9694,1750108563
71842069,-3.5874,40.7705,15159,1760784493
72056586,-3.6189,40.7972,763,1733468525
71973131,-3.6035,40.9083,7595,1750108564
71973130,-3.6072,40.9074,6925,1721568610
72047882,-3.6053,40.8683,1000,1721568610
72027668,-3.6185,40.8297,1491,1760784493
71866388,-3.6198,40.7951,1052,1760784493
72056596,-3.6156,40.7874,500,1733468525
72056606,-3.6107,40.7775,1229,1733468525
73823498,-3.593,40.694,1022,1734017104
71916555,-3.6028,40.6588,746,1750108565
71916575,-3.5986,40.652,822,1760784492
71916565,-3.5943,40.6434,1000,1760784492
73772062,-3.58,40.6076,1000,1750108566
73772052,-3.5827,40.5913,1619,1760784491
72064010,-3.5812,40.5989,1000,1750108566
72064020,-3.5826,40.5918,1264,1750108566
71929365,-3.5906,40.5669,844,1750108566
73987861,-3.6197,40.5326,1000,1721568606
73987871,-3.6233,40.5319,500,1733468530
71850517,-3.6502,40.5237,1000,1750108567
248614151,-3.6347,40.0232,12221,1760941270
71829199,-3.6336,40.0139,2155,1760941271
248443599,-3.6547,40.0305,2047,1760941271
74140930,-3.6567,40.1302,1385,1760941272
73585921,-3.6599,40.1545,1040,1760941272
74140931,-3.6583,40.143,1329,1760941272
71793921,-3.6666,40.1731,1279,1760941272
71793923,-3.6696,40.1808,1000,1760941272
72740866,-3.6734,40.192,1000,1760941272
72073474,-3.6718,40.1878,1000,1760941272
72740867,-3.6765,40.1964,558,1760941273
74176520,-3.6771,40.198,1000,1760941273
74176514,-3.6781,40.2009,1000,1760941273
1158431,-3.6337,40.4632,1000,1717795750
9502,-3.6591,40.4176,1000,1759665902
9473,-3.6618,40.4128,624,1759066683
72427011,-3.6692,40.4217,1000,1743872462
62988,-3.6885,40.3252,3009,1715639762
1010176,-3.7007,40.3109,1049,1715639762
73733387,-3.7628,40.3854,1000,1742819941
71775253,-3.7633,40.3871,1000,1758819961
71775252,-3.7652,40.3887,1000,1759770061
71781396,-3.6673,40.4288,1000,1751823183
72056095,-3.6663,40.4293,1000,1734271262
71781909,-3.6687,40.4288,500,1734271262
71781908,-3.6696,40.4297,1000,1751823183
72990998,-3.6676,40.4285,1000,1760784548
71781406,-3.6692,40.4279,1000,1751823183
71780116,-3.6684,40.4261,1000,1734271263
72969238,-3.6604,40.4193,667,1756554543
71770901,-3.6719,40.4266,1000,1760784548
73990412,-3.6617,40.4213,500,1760784552
73990411,-3.6642,40.4203,1000,1732906205
71776010,-3.6751,40.4255,1000,1760784548
71776012,-3.6738,40.4258,1000,1760784548
71776011,-3.6752,40.4254,1000,1760784548
71711755,-3.6458,40.4438,1000,1747516802
71710219,-3.6573,40.4565,1000,1749289923
71717898,-3.6487,40.447,500,1728394143
72097044,-3.6732,40.3969,2457,1753732202
72114698,-3.7018,40.3942,1922,1753732202
72114708,-3.7045,40.3934,3238,1754562375
72070424,-3.6603,40.4336,589,1732906203
72070414,-3.6594,40.4398,500,1732906203
71837471,-3.6428,40.4481,1400,1760784559
71837461,-3.6403,40.4447,500,1760784559
71717919,-3.6464,40.4457,500,1760784559
71710731,-3.6367,40.443,500,1760784565
71740170,-3.6723,40.4504,500,1760784554
73764116,-3.6813,40.4503,500,1760784559
71731487,-3.679,40.4491,500,1760784563
73764117,-3.6809,40.4493,596,1760784559
71737118,-3.6819,40.4501,500,1760784552
71780876,-3.7092,40.4175,1000,1757854323
71934996,-3.7054,40.4192,1000,1760729461
71776524,-3.7055,40.4199,1000,1760729461
71745036,-3.6616,40.4441,500,1738439102
71784460,-3.7118,40.4014,1000,1756467541
71918368,-3.7126,40.4038,1198,1751280662
71790102,-3.7116,40.4178,1000,1757854323
71774486,-3.6726,40.3958,1000,1755706054
71736342,-3.6651,40.4427,1000,1757927583
71929610,-3.6718,40.447,563,1760784554
71851028,-3.6745,40.4469,500,1760784554
71851030,-3.6752,40.4471,1000,1746541143
71737112,-3.6804,40.4495,1000,1717614785
71744020,-3.682,40.4482,689,1750108568
71742986,-3.6768,40.4376,1204,1751823183
71851018,-3.6758,40.4482,1000,1760784554
71740190,-3.6744,40.449,1000,1760784559
72965398,-3.7129,40.4205,1000,1754562375
71740180,-3.6714,40.4491,1000,1760784553
71740171,-3.6717,40.4508,1000,1760784559
72013599,-3.6593,40.4438,1000,1750108567
72088076,-3.7145,40.3992,1000,1725195605
71739916,-3.672,40.4455,1000,1746541143
71737122,-3.6819,40.4504,1000,1746541143
71745301,-3.6707,40.4514,1000,1760784563
71774744,-3.711,40.4044,1000,1740419644
71918360,-3.7114,40.4044,1000,1731508263
71850773,-3.6743,40.4518,1000,1760784563
72965388,-3.7144,40.4236,500,1754562375
72965408,-3.7172,40.4199,500,1754562375
71786763,-3.7172,40.4078,1000,1747516804
71744021,-3.6854,40.4491,1000,1758787981
71736597,-3.6831,40.4466,1000,1749289922
71852043,-3.6836,40.4459,1000,1732906204
71736606,-3.6862,40.4453,500,1746541144
62997,-3.6892,40.3302,4283,1759463582
1010177,-3.6872,40.2903,1591,1722209898
658188,-3.749,40.2791,602,1744640770
73916526,-3.6863,40.281,1255,1758983703
870422,-3.6925,40.3117,1001,1759463582
72013578,-3.6578,40.4472,765,1760784484
71828501,-3.6448,40.5299,1000,1760784556
71828491,-3.6418,40.5324,712,1760784555
72064021,-3.5836,40.5854,1686,1734017105
71929355,-3.5858,40.5772,936,1760784491
71911947,-3.6031,40.6884,1000,1760784492
48644894,-3.5844,40.7497,1000,1750108565
72335646,-3.6437,40.8222,1362,1760784494
72335647,-3.6419,40.8244,4026,1760784494
72009237,-3.6663,40.8342,1045,1733468527
72027679,-3.6789,40.8357,6936,1760784494
71959060,-3.6883,40.85,1000,1734017103
71959050,-3.7103,40.8581,655,1760784542
71959051,-3.7095,40.8582,1836,1760784542
72030219,-3.5882,40.6289,1112,1760784492
73823499,-3.5814,40.7094,1216,1760784493
72027669,-3.6198,40.8269,4802,1750108564
72027659,-3.6273,40.8518,1486,1750108564
72009226,-3.6643,40.8695,513,1727612346
870420,-3.6862,40.3262,1970,1758600422
870164,-3.6848,40.3294,3674,1759493640
73810206,-3.9394,40.2967,1932,1748238485
1622538,-3.6484,40.4668,3543,1729114025
57088,-3.6828,40.4011,20020,1759463581
43522,-3.682,40.4013,1000,1759463581
52737,-3.6694,40.3484,1134,1760531462
72025099,-3.7178,40.8569,1276,1760784542
72097054,-3.6837,40.3987,3906,1754562375
72013589,-3.6509,40.4446,1000,1760784552
71718680,-3.6516,40.4499,532,1717614786
71929033,-3.7278,40.4444,600,1714080786
73773855,-3.7106,40.4173,1000,1757854324
71710229,-3.6558,40.4555,500,1760784563
72023052,-3.6835,40.4484,1000,1757927583
71736608,-3.6859,40.4447,1000,1757927583
71740428,-3.686,40.4389,676,1757927583
71730710,-3.6729,40.4392,1000,1757927583
71736352,-3.6688,40.4408,1000,1757927583
71707337,-3.7329,40.4482,2210,1717795759
43530,-3.6791,40.4006,1000,1758968222
71736596,-3.6838,40.4466,1000,1746541144
71731467,-3.6779,40.4509,500,1741795263
71745311,-3.6751,40.4518,1000,1760784563
72076052,-3.7348,40.3865,1000,1750877582
72076062,-3.7364,40.3859,1000,1750877582
97301,-3.7068,40.4539,1000,1717795754
24587,-3.7098,40.4518,1000,1717795744
73585923,-3.6626,40.1633,782,1760941272
72184342,-3.7147,40.4258,1000,1754562375
71732246,-3.7152,40.4265,1126,1754562375
72081418,-3.7331,40.4377,1925,1716668042
71738900,-3.6893,40.4372,1000,1741900982
71710239,-3.6581,40.4549,1000,1760784563
71698709,-3.6116,40.5444,1000,1717523163
71698699,-3.6104,40.5463,1000,1717523163
73739019,-3.5373,40.4524,2757,1753731303
71822091,-3.5512,40.4469,3741,1717523167
73749023,-3.5142,40.4494,927,1727269566
1002250,-3.6519,40.4881,1000,1736929863
71775008,-3.7035,40.4048,1000,1753994264
72973580,-3.6963,40.4068,1000,1747516802
72065823,-3.6888,40.4181,1000,1754235961
73731871,-3.6843,40.4377,1000,1754562374
71874314,-3.6133,40.4837,1000,1720209315
71869451,-3.6506,40.4476,1000,1760784554
71871435,-3.6857,40.4818,1000,1717795741
1627149,-3.6895,40.4645,5181,1730144643
71782411,-3.6673,40.4025,669,1749289866
71799829,-3.7683,40.3296,500,1749289864
71799828,-3.7679,40.3289,1000,1749289864
71792671,-3.7667,40.3263,1000,1749289865
72069642,-3.7674,40.3265,1000,1749289865
72069643,-3.7674,40.3276,500,1749289865
71943455,-3.7665,40.3296,585,1749289864
71792651,-3.7657,40.3277,1000,1749289864
71792650,-3.7648,40.3269,1000,1734023222
72982796,-3.7259,40.3321,2053,1741699202
72066324,-3.7208,40.3636,4401,1751979423
71800842,-3.7241,40.3426,2746,1751810581
71736350,-3.669,40.4408,1000,1751823183
72026142,-3.6628,40.4438,1000,1751823182
71684884,-3.6393,40.5385,1000,1760784482
72022548,-3.6502,40.5446,1791,1760784555
72022539,-3.6559,40.5533,810,1760784544
71850507,-3.6542,40.5336,1269,1760784561
73730335,-3.6321,40.3874,1000,1722257231
72997132,-3.632,40.3931,923,1760784551
72997142,-3.6191,40.3895,570,1760784549
71755787,-3.6849,40.3813,1000,1749289864
71762206,-3.6932,40.3684,1000,1733995503
73939220,-3.703,40.3639,1000,1749289864
73939210,-3.7109,40.3642,1000,1749289864
71756822,-3.7262,40.364,592,1741699202
73735956,-3.7705,40.3596,500,1748238484
73804822,-3.8328,40.3977,1000,1760336461
73804812,-3.8307,40.4036,1000,1758561121
71780108,-3.6695,40.4277,1000,1760784548
71770900,-3.6726,40.427,1000,1751823182
71781918,-3.6722,40.4285,1000,1751823182
71781899,-3.6714,40.4313,1000,1734271263
71918357,-3.7107,40.4028,1000,1751979424
72210198,-3.7512,40.4574,5446,1756661827
71777055,-3.7212,40.3951,1000,1759845424
71782421,-3.6694,40.3987,1000,1748238543
72911873,-3.7164,40.4315,1000,1744050061
71771422,-3.6699,40.4178,500,1734271263
71739166,-3.6901,40.435,1000,1741900982
73773578,-3.6959,40.4415,1000,1716668042
71837451,-3.6415,40.4487,1203,1743151203
71707669,-3.6419,40.457,1000,1751823241
71738133,-3.6751,40.4574,1000,1760784555
72065567,-3.6454,40.5346,1109,1760784555
71700757,-3.6496,40.5398,1000,1760784556
71700756,-3.6485,40.5402,500,1760784482
71945482,-3.6414,40.5368,1000,1760784482
71943179,-3.6595,40.5046,1000,1760784555
72055839,-3.6596,40.5029,598,1760784555
71690507,-3.6669,40.4644,1000,1743249363
73752607,-3.6642,40.4575,500,1741795321
71721503,-3.6602,40.4154,1000,1760784551
71990549,-3.6564,40.4052,500,1760784549
71719179,-3.651,40.4021,1000,1760784549
72966176,-3.6108,40.3882,1000,1760784549
72966156,-3.6059,40.3853,505,1760784549
71743253,-3.6603,40.4317,1000,1734271262
71725076,-3.5821,40.4442,1000,1717523167
71711252,-3.5798,40.4495,536,1721507661
73985291,-3.5362,40.4464,1000,1753731303
72026635,-3.5412,40.4478,500,1727269566
72336159,-3.6112,40.419,728,1748238482
71708427,-3.6197,40.4154,500,1748238482
71708437,-3.6229,40.4091,1147,1748238482
71776543,-3.7042,40.4153,1000,1742777404
72074506,-3.6839,40.4277,500,1738439101
73764126,-3.6848,40.4502,1000,1760784552
71740426,-3.6863,40.4354,1000,1754562374
71837472,-3.6445,40.4476,500,1760784554
71959818,-3.7086,40.9448,7537,1750108563
71890206,-3.7228,40.4145,1034,1754562375
72010004,-3.7105,40.4442,1000,1716668043
71731742,-3.6943,40.4464,1000,1716668043
71890196,-3.7233,40.4182,1257,1756661881
71744533,-3.6639,40.452,500,1760784559
71709707,-3.6314,40.4482,500,1751823242
71744523,-3.6685,40.4525,500,1760784559
71744543,-3.6689,40.4521,500,1760784563
71745314,-3.6747,40.4517,1000,1728286083
71745304,-3.6716,40.4521,1000,1746541143
71764491,-3.6788,40.3663,611,1749289864
71764511,-3.6798,40.3616,1000,1749289864
71762197,-3.6878,40.3634,1000,1749289864
72056843,-3.6913,40.3643,500,1749289864
71792670,-3.7659,40.3256,1000,1734023222
71795979,-3.803,40.3645,1021,1748238542
71890186,-3.7301,40.4145,1304,1754562375
71692555,-3.6265,40.551,1000,1717523163
71692565,-3.5807,40.5574,3659,1717523163
71902485,-3.7441,40.3993,1000,1743079082
72076565,-3.7231,40.3983,1000,1751823187
73733663,-3.7183,40.3976,1000,1760729462
71731477,-3.6765,40.4508,500,1760784563
71740191,-3.6743,40.4494,1000,1757927582
71740174,-3.673,40.4513,1000,1746541143
71803423,-3.737,40.3149,1000,1749289865
71803403,-3.7367,40.3158,1000,1749289865
73812255,-3.7176,40.3838,1000,1756753141
1010178,-3.7076,40.2926,2210,1759463582
415490,-3.7386,40.2952,1000,1744640770
415489,-3.7417,40.2895,1000,1744640770
658187,-3.7469,40.2815,1000,1744640770
72336139,-3.6048,40.4216,1000,1748238482
74034975,-3.6219,40.4495,1000,1753731481
74034965,-3.6132,40.4491,1000,1753731481
71897119,-3.6052,40.4481,1500,1753731481
71897109,-3.6095,40.4498,508,1748238481
71711253,-3.5808,40.4499,500,1753731303
71725077,-3.5813,40.4448,1000,1717523167
71716885,-3.5876,40.4415,1000,1717523168
71716895,-3.5936,40.4419,883,1748238482
71787039,-3.7072,40.4038,1000,1752150661
72028447,-3.6707,40.4445,1000,1746541143
71737119,-3.6821,40.4495,1000,1760784558
72046091,-3.6828,40.4252,1000,1738439101
71736862,-3.6981,40.4314,1000,1754562374
71736842,-3.6969,40.4326,1000,1754562374
71745556,-3.6985,40.4342,1000,1751401081
71735563,-3.7206,40.4375,1000,1716668042
71738389,-3.7247,40.4386,1000,1716668042
71738379,-3.7289,40.4414,1000,1716668042
74000661,-3.7682,40.4619,1000,1756661823
73785099,-3.8398,40.394,1000,1759737962
73804811,-3.8332,40.4021,627,1760336461
71897375,-3.8268,40.4053,1310,1760336461
71736863,-3.6982,40.4309,1000,1741900982
71929630,-3.6735,40.4455,1000,1760784554
71741962,-3.6722,40.4447,1000,1746541143
72056842,-3.6938,40.3631,1000,1755705902
71842059,-3.598,40.7572,1017,1760784493
73736214,-3.5818,40.6137,871,1760784491
71699477,-3.6274,40.5319,1000,1715355488
71945503,-3.6432,40.5336,986,1760784556
72142347,-3.6609,40.8214,11522,1733468526
71730453,-3.6796,40.4589,1000,1760784557
71744798,-3.6926,40.4413,500,1732906204
71738890,-3.6914,40.439,1000,1732906204
71867412,-3.6986,40.4308,1000,1741900982
71852063,-3.6849,40.4442,500,1732906204
72106772,-3.7043,40.3962,1000,1751897402
71778581,-3.7047,40.3929,1000,1749289866
71751947,-3.7104,40.3906,500,1749289866
71751967,-3.7137,40.3888,500,1749289865
73812235,-3.7152,40.3883,1000,1756753142
71882517,-3.7238,40.345,2318,1749289865
71752223,-3.7225,40.3386,1000,1749289865
71882507,-3.722,40.3537,1000,1749289865
71837474,-3.6449,40.4477,500,1732906203
49108848,-3.5898,40.7516,1000,1759562945
71744789,-3.689,40.4428,1000,1732906204
71728148,-3.6988,40.4419,1000,1716668042
71826197,-3.5828,40.5842,1000,1734017105
71903253,-3.5767,40.583,1000,1718570464
72064011,-3.5766,40.6029,2620,1721568607
73761822,-3.5621,40.5863,1802,1718570465
1075211,-3.6771,40.4854,1000,1759665902
71863061,-3.6801,40.3987,2039,1753710183
72208149,-3.673,40.4334,1000,1734271263
71749643,-3.6834,40.3621,1000,1749289864
72048660,-3.6999,40.364,500,1748238542
